OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
165,D1479,DERBY STREET PARK,B-RE-2210,14,DERBY STREET,HIGHGATE HILL,4101,153.016816574717,-27.491430659498,205.303201363856,2485.35691461294
166,D1480,ROSECLIFFE STREET PARK,B-RE-0028,87,ROSECLIFFE STREET,DUTTON PARK,4102,153.020034734231,-27.4937578869787,190.913839283514,2069.02073078928
167,D1481,BRIER STREET PARK,B-RE-2209,80,ROSECLIFFE STREET,DUTTON PARK,4102,153.020423109737,-27.493327619383,212.294988226808,2808.52389361034
168,D1483,NOTTINGHAM ROAD PARK (NO. 233),B-RE-2208,62,LAUREL OAK DRIVE,ALGESTER,4115,153.032711020612,-27.6273931837593,776.807560058119,21909.1181929508
169,D1484,ENGLEFIELD ROAD PARK (NO. 35-47),B-RE-2207,48,MABEL STREET,OXLEY,4075,152.974838872142,-27.5572279097898,558.339179248594,10225.39257698
170,D1485,MOFFATT STREET PARK,B-RE-2206,57,MABEL STREET,OXLEY,4075,152.971632390404,-27.5570276276753,679.368280934811,10911.4668439014
171,D1486,ROSS STREET PARK,B-RE-2205,62,ROSS STREET,NEWSTEAD,4006,153.04371330555,-27.4413336428917,175.903930906576,1489.27816344215
172,D1487,HENDERSON STREET PARK (NO. 26-28),B-RE-2204,28,HENDERSON STREET,OXLEY,4075,152.973646960929,-27.5498563103073,120.69668132971,809.311389908043
173,D1489,ROSEGLEN STREET PARK (NO. 54A),B-RE-2202,54A,ROSEGLEN STREET,GREENSLOPES,4120,153.048503683377,-27.5157044891251,35.5717445279951,51.8115541773207
174,D1490,KILLARNEY STREET PARK,B-RE-2201,1,KILLARNEY STREET,FOREST LAKE,4078,152.947915211047,-27.6070891377817,358.501146397285,6583.01872575104
175,D1491,DAVID & BARBARA ANDERSON PARK,B-RE-2200,5,DAVANDER CLOSE,THE GAP,4061,152.94512028188,-27.4346139784919,357.358091734756,5179.37661444899
176,D1492,BERGIN ROAD PARK,B-RE-2199,100,BERGIN ROAD,FERNY GROVE,4055,152.923089362355,-27.3997501414457,420.418949660397,8083.23896237673
177,D1493,INSTOW STREET PARK,B-RE-2198,51,INSTOW STREET,YERONGA,4104,153.008203903601,-27.515476961708,241.759037689076,2682.27668682737
178,D1494,BOWERING STREET PARK (ROAD RESERVE),B-RE-2197,,BOWERING STREET,LOTA,4179,153.189081099,-27.472881849,751.509591356245,4247.96090167637
179,D1497,DARLING POINT PARK (ROAD RESERVE),B-RE-2196,,LOWER ESPLANADE,MANLY,4179,153.183106325,-27.445729144,2345.62457820663,15537.9357919758
180,D1502,WOOGAROO STREET PARK,B-RE-2195,1A,HUON PLACE,FOREST LAKE,4078,152.957155311,-27.614892383,491.566207573441,968.360445164882
181,D1503,KAURI PLACE PARK,B-RE-2276,2A,HUON PLACE,FOREST LAKE,4078,152.958013408323,-27.6139239180132,77.9752639237925,137.185529766374
182,D1504,ANGELICA PLACE PARK,B-RE-2275,16A,TARRAGON PLACE,FOREST LAKE,4078,152.95608751,-27.6099615749999,949.387307722797,2289.34618109165
183,D1505,FOREST LAKE BOULEVARD PARK (NO. 70),B-RE-2274,70,FOREST LAKE BOULEVARD,FOREST LAKE,4078,152.954095893303,-27.6093065620752,478.445451082162,2445.03307610985
184,D1506,HOMESTEAD WAY PARK,B-RE-2273,28A,HOMESTEAD WAY,FOREST LAKE,4078,152.958024718613,-27.6083656130435,181.289980690237,340.769329833504
185,D1507,GLENGYLE PLACE PARK,B-RE-2272,21A,HOMESTEAD WAY,FOREST LAKE,4078,152.958333294829,-27.6085424267406,261.310507795009,500.02193774496
186,D1508,FOREST LAKE BOULEVARD PARK (NO. 9A),B-RE-2271,9A,FOREST LAKE BOULEVARD,FOREST LAKE,4078,152.949994356,-27.601286886,404.126773586854,993.14100228109
187,D1509,GADDES PARK,B-RE-2270,27,EVENWOOD STREET,SUNNYBANK,4109,153.04154754629,-27.5755707728623,2229.88968247317,95602.8597804368
188,D1511,DYSON AVENUE PARK (NO. 50),B-RE-2269,50,DYSON AVENUE,SUNNYBANK,4109,153.045621845423,-27.5760365015306,239.539123805998,2514.67557719564
189,D1512,TURQUOISE PLACE PARK,B-RE-2268,20,PRIMROSE CLOSE,WAVELL HEIGHTS,4012,153.052402433,-27.3839298509999,1654.14018662851,23087.5306020918
190,D1513,BANKSIA AVENUE PARK,B-RE-2267,66,GREVILLEA ROAD,ASHGROVE,4060,152.977640946979,-27.4431933537549,234.303489671385,2280.30768651765
191,D1514,WOONGA DRIVE PARK,B-RE-2266,36,CYPRESS DRIVE,ASHGROVE,4060,152.978596393673,-27.4464425559322,313.534970370967,3194.43241550101
192,D1515,AKUNA STREET PARK,B-RE-2265,56,AKUNA STREET,KENMORE,4069,152.950296839179,-27.5130595675698,3408.66718098241,41896.4306704482
193,D1516,KATUNGA STREET PARK,B-RE-2264,12,KATUNGA STREET,KENMORE,4069,152.950887935896,-27.5162752477263,216.093175828977,1930.30593323568
194,D1517,BARNARD STREET PARK,B-RE-2263,60,BRIDGNORTH STREET,CARINDALE,4152,153.111133899431,-27.505880577292,114.321515458268,817.90739614709
195,D1518,ADVANX STREET PARK,B-RE-2262,91,MIRBELIA STREET,KENMORE HILLS,4069,152.93566143755,-27.5011793639039,527.63042940518,6765.49437635956
196,D1519,MOORHEN FLATS,B-RE-2261,1040,STANLEY STREET,EAST BRISBANE,4169,153.047664484454,-27.4915257273385,1159.69569515651,42213.7823238632
197,D1521,PHIL DENMAN PARK,B-RE-2259,61,BEANLAND STREET,JAMBOREE HEIGHTS,4074,152.929993044421,-27.552473842275,1316.27017653608,54512.6625427027
198,D1522,TUBEROSE PLACE PARK,B-RE-2258,30,CALLIANDRA PLACE,CALAMVALE,4116,153.056707577417,-27.6354910155271,844.262511443975,21583.2942548552
199,D1523,KING STREET PARK,B-RE-2257,77,KING STREET,KURABY,4112,153.102175525363,-27.6036660273317,522.754959077338,13885.1861177701
200,D1524,DOUGHBOY PARADE PARK,B-RE-2256,29,DOUGHBOY PARADE,HEMMANT,4174,153.123138200699,-27.4492241979751,332.750888009145,4060.62172280564
201,D1525,GLENFERRIE PLACE PARK,B-RE-2255,6,GLENFERRIE PLACE,THE GAP,4061,152.938358761895,-27.4582720063328,146.682614210604,1257.68777797773
202,D1526,BIRDWOOD ROAD PARK,B-RE-2254,110,BIRDWOOD ROAD,HOLLAND PARK WEST,4121,153.054410599184,-27.5201499798452,262.053144586908,2630.04221290861
203,D1528,RAILTON STREET PARK,B-RE-2253,114A,ALBANY CREEK ROAD,ASPLEY,4034,153.009640141413,-27.3655516506463,1166.65905140477,20536.5662377247
204,D1530,BONYI STREET PARK,B-RE-2251,29,MAROONA STREET,SUNNYBANK HILLS,4109,153.062429458,-27.5956791089999,235.646987245781,1520.05473485625
205,D1531,PRIESTDALE ROAD PARK (NO. 1012),B-RE-0496,1012,PRIESTDALE ROAD,ROCHEDALE,4123,153.145395904193,-27.5866490449141,3070.23941495681,165100.949909068
206,D1532,CAMELOT PLACE PARK,B-RE-0495,157,CAMELOT PLACE,BRIDGEMAN DOWNS,4035,152.98162139648,-27.3432795277778,1382.88580854373,23595.443969497
207,D1533,BLISS STREET PARK (LOT 29),B-RE-0494,7A,BLISS STREET,GAYTHORNE,4051,152.976207980362,-27.4221854141802,123.925704311721,908.688602134199
208,D1534,BLISS STREET PARK (NO. 39),B-RE-0452,39,BLISS STREET,GAYTHORNE,4051,152.978379927565,-27.4225126210435,126.610531103359,888.425860151106
209,D1535,POWERHOUSE PARK,B-RE-0410,130,LAMINGTON STREET,NEW FARM,4005,153.054180556388,-27.4678276756287,756.751609324393,15356.5762145292
210,D1536,PINNER STREET PARK,B-RE-0409,8,PINNER STREET,UPPER MOUNT GRAVATT,4122,153.089251841447,-27.5470943293085,203.111680756846,1317.63265274594
211,D1538,DENNIS WEBB PARK,B-RE-0407,118,MT GRAVATT-CAPALABA ROAD,UPPER MOUNT GRAVATT,4122,153.086538537168,-27.5569144388787,339.594788513337,2817.50470331432
212,D1539,BRETT PLACE PARK,B-RE-0406,47,AMANDA STREET,WYNNUM WEST,4178,153.144725352025,-27.4494780680063,293.741531199444,3236.78230080726
213,D1540,MARTY STREET PARK,B-RE-0405,9,MACADAMIA STREET,WYNNUM WEST,4178,153.146830680098,-27.4502061258053,339.053771729612,3360.92480355324
214,D1541,MACADAMIA STREET PARK,B-RE-0404,24,MARTY STREET,WYNNUM WEST,4178,153.148491991799,-27.4504573597008,846.257171007931,9405.26780857528
215,D1542,SORRENTO STREET PARK,B-RE-0403,25,SORRENTO STREET,WYNNUM WEST,4178,153.155869407983,-27.4548979907534,139.804410430315,954.303594930498
216,D1543,NEWTON PLACE PARK,B-RE-0402,26,NEWTON PLACE,WACOL,4076,152.91858313967,-27.5937798917122,283.588515294164,3032.3306180077
217,D1544,RIVERVIEW FARM PARK,B-RE-0401,121,WENDOUREE CRESCENT,WESTLAKE,4074,152.904014797657,-27.5463142706974,616.169295153222,17636.3551683586
218,D1545,RORY STREET PARK,B-RE-0400,4,RORY STREET,RICHLANDS,4077,152.965529835265,-27.5877489055275,181.847735590668,1606.36860642475
219,D1546,BREMEN STREET PARK,B-RE-0399,45,GLENWOOD PLACE,HEMMANT,4174,153.139641123282,-27.4588233768669,675.268659992763,15917.1000247837
220,D1547,WELLS PLACE PARK,B-RE-0398,7,SHAW PLACE,HEMMANT,4174,153.142346569249,-27.457724078527,220.462566936166,1943.13918970037
221,D1548,COOCHIN PLACE PARK,B-RE-0397,15,COOCHIN PLACE,TINGALPA,4173,153.141026599926,-27.4705821863219,866.139324062483,18655.4869868736
222,D1549,MCCONNELL CRESCENT PARK,B-RE-0396,50,MCCONNELL CRESCENT,BROOKFIELD,4069,152.921839858718,-27.5093939377349,200.784608751588,2014.55715436698
223,D1550,WEST PLACE PARK,B-RE-0395,35,WEST PLACE,VIRGINIA,4014,153.069238827549,-27.3834551458655,279.346927764134,4853.83832749675
224,D1551,SVOBODA PARK,B-RE-0394,1490,BEENLEIGH ROAD,KURABY,4112,153.0980349395,-27.6055096513472,898.561635673799,43641.9540127537
225,D1553,RQYS PORT CENTRE PARK,B-RE-0393,578,ROYAL ESPLANADE,MANLY,4179,153.191938033,-27.4606628299999,1227.72740395346,8789.45472878263
226,D1554,SPARKES PLACE PARK (ROAD RESERVE),B-RE-0471,,ALBION ROAD,WINDSOR,4030,153.032983305055,-27.4290196224927,174.449996496195,695.603885508305
227,D1556,FAIRFIELD ROAD PARK (NO. 989A),B-RE-0470,989A,FAIRFIELD ROAD,YEERONGPILLY,4105,153.009949841479,-27.5384672875606,805.07040048407,7847.1263566604
228,D1557,TURUBUL CRESCENT PARK,B-RE-0469,13,TURUBUL CRESCENT,CARINDALE,4152,153.105310974,-27.519243049,1113.50432098406,22651.4579732639
229,D1559,THREDBO PLACE PARK,B-RE-0468,10,THREDBO CLOSE,BELMONT,4153,153.132972205,-27.488321163,723.526175233185,12646.9164593157
230,D1560,BENETEAU PLACE PARK,B-RE-0467,193,WHITES ROAD,LOTA,4179,153.181811875207,-27.467142535695,159.485092286023,1515.1486258971
231,D1561,ORMSKIRK STREET PARK,B-RE-0466,15,NEIWAND STREET,CALAMVALE,4116,153.043493177416,-27.6202429387819,338.818006938224,7123.68443047569
232,D1565,SHORT STREET PARK,B-RE-0464,715,BEAUDESERT ROAD,ROCKLEA,4106,153.019349533469,-27.5568456677676,788.789132875282,17610.2996822333
233,D1566,FOREST LAKE SPORTS FIELDS,B-RE-0463,310,FOREST LAKE BOULEVARD,FOREST LAKE,4078,152.969532751031,-27.6191975198687,2180.16543577153,100638.22021151
234,D1567,WOODLAND AVENUE PARK,B-RE-0462,18,GRASSTREE PLACE,FOREST LAKE,4078,152.972951667835,-27.6108945849865,493.954415717282,8639.84062324743
235,D1568,MYORA STREET PARK,B-RE-0461,140,HAWKESBURY ROAD,MOGGILL,4070,152.854904281198,-27.577639406337,1314.03131218178,26538.4847474278
236,D1569,CONSIDEN PLACE PARK,B-RE-0460,34,WEEKES ROAD,BELLBOWRIE,4070,152.890361837457,-27.5671047299171,1111.13014080247,25147.3024879372
237,D1572,WAKERLEY PARK,B-RE-0459,74,DIANTHUS STREET,WAKERLEY,4154,153.15115219761,-27.4860300548879,803.96233666992,40398.962916014
238,D0156,GROVELY SPORTSGROUND PARK,B-RE-1742,32,HANRAN STREET,KEPERRA,4054,152.958905128714,-27.4030110783179,2192.04075773626,70699.2254896357
239,D0157,JURAYELBA PLACE PARK,B-RE-1741,68,KANE STREET,KEPERRA,4054,152.960651508533,-27.4076766966273,382.78557272622,7010.92303590611
240,D0158,FIHELLY STREET PARK,B-RE-1740,97,FIHELLY STREET,KEPERRA,4054,152.960358626664,-27.406342730293,1341.23056573578,30803.3923956193
241,D0159,GRINSTEAD PARK,B-RE-1739,130,SHAND STREET,ALDERLEY,4051,153.001351696259,-27.4175093981875,1380.3178783479,72050.2461818137
242,D0160,WALTON BRIDGE RESERVE,B-RE-1738,941,WATERWORKS ROAD,THE GAP,4061,152.954061687519,-27.4461218225869,3873.14793803572,84179.4412166946
243,D0161,DORRINGTON PARK,B-RE-1862,5,MIRRABOOKA ROAD,ASHGROVE,4060,152.985765557187,-27.4401341281218,1470.02189898246,80284.1403253633
244,D0162,FRANK WATERS PARK,B-RE-1986,101,DORRINGTON DRIVE,ASHGROVE,4060,152.991766516046,-27.4372665802648,1020.10081082125,25765.0051300753
245,D0163,ST HELENS ROAD PARK (NO. 16-70),B-RE-1985,60,ST HELENS ROAD,MITCHELTON,4053,152.971957413389,-27.4020413428126,639.402228742505,15077.0586891916
246,D0164,MCCONAGHY STREET PARK (NO. 10-20),B-RE-1984,18,MCCONAGHY STREET,MITCHELTON,4053,152.975611896926,-27.4104432993725,261.626005041701,4252.964071528
247,D0165,DAWN STREET PARK,B-RE-1983,26,KAMBER STREET,BARDON,4065,152.980308153051,-27.4534853887859,995.620972252103,19103.8007658208
248,D0166,ASCOT PARK,B-RE-1982,93,KITCHENER ROAD,ASCOT,4007,153.063060315276,-27.4301896223043,744.572559561472,20536.583206818
249,D0167,THEODORE STREET PARK,B-RE-1981,663,KINGSFORD SMITH DRIVE,EAGLE FARM,4009,153.080158740336,-27.4344138122903,196.215157974145,1875.85912309841
250,D0168,HAMILTON PARK,B-RE-1980,471,KINGSFORD SMITH DRIVE,HAMILTON,4007,153.065389672172,-27.4393620805034,248.018378390299,3268.98723223774
251,D0169,CROSBY PARK,B-RE-1979,103,CROSBY ROAD,ALBION,4010,153.046865959389,-27.4343865196953,1553.2546311118,123622.692949976
252,D0170,YOWOGGERA  PARK,B-RE-1978,70,SANDGATE ROAD,ALBION,4010,153.042428266764,-27.4388239988443,1292.53970226403,33769.9741712042
253,D0171,CAMERON ROCKS RESERVE,B-RE-1977,79,KINGSFORD SMITH DRIVE,HAMILTON,4007,153.049666451523,-27.4403697699199,742.564959557944,6946.08794260215
254,D0172,ORIEL PARK,B-RE-1976,127,REEVE STREET,ASCOT,4007,153.057679787347,-27.4292871681127,531.938364012865,14808.3510692664
255,D0173,CROSBY ROAD PARK,B-RE-1975,150,CROSBY ROAD,ASCOT,4007,153.051637403793,-27.4327077724532,253.712856767778,3713.67377516101
256,D0174,NEAL MACROSSAN PLAYGROUND PARK,B-RE-1974,14,CAROLINE STREET,PADDINGTON,4064,153.010287943179,-27.4622763879429,688.08533796959,13989.8766277905
257,D0175,E. E. MCCASKIE OVAL,B-RE-1973,137,KELVIN GROVE ROAD,KELVIN GROVE,4059,153.012664342736,-27.4538436422016,612.163418267122,13957.9877360903
258,D0176,KELVIN GROVE RESERVE,B-RE-1972,52,LESTRANGE TERRACE,KELVIN GROVE,4059,153.012085202652,-27.4490972130537,464.979305834949,5270.82460159983
259,D0177,BARDON SCENIC RESERVE,B-RE-1971,78,SIMPSONS ROAD,BARDON,4065,152.983105159102,-27.4603212418479,266.090664754325,4092.71106563376
260,D0178,BOWMAN PARK,B-RE-1970,247,SIMPSONS ROAD,BARDON,4065,152.977136692092,-27.4580781365045,1191.54438838711,66210.2394763208
261,D0179,HUGHIE WILLIAMS PARK,B-RE-1969,93,CECIL ROAD,BARDON,4065,152.982825174008,-27.4566505139039,742.832970727629,9895.18149147481
262,D0181,SCEPTRE ROW PARK,B-RE-1968,148,EMPRESS TERRACE,BARDON,4065,152.986678901126,-27.4541611257194,384.498848478405,6107.71872124551
263,D0182,JUBILEE PARK,B-RE-1967,52,CROWN STREET,BARDON,4065,152.982118659846,-27.4524484848759,798.943978430756,22682.1684866887
264,D0183,FLETCHER PARADE PARK (NO. 161-231),B-RE-1966,219,FLETCHER PARADE,BARDON,4065,152.981699499075,-27.4508219827257,888.149078820951,16629.1392897721
265,D0184,GLEN HARDING PARK,B-RE-1965,185,COOPERS CAMP ROAD,ASHGROVE,4060,152.979173251038,-27.451163893804,285.747774118333,4280.40598579415
266,D0185,ENOGGERA CREEK RESERVE,B-RE-1964,547,WATERWORKS ROAD,ASHGROVE,4060,152.975851470367,-27.4457118083698,1671.64306484548,46276.3011488948
267,D0186,ASHGROVE SPORTSGROUND PARK,B-RE-1963,258,ACACIA DRIVE,ASHGROVE,4060,152.973453526367,-27.4418757493087,1334.72563248075,110933.238770431
268,D0187,STEWART PLACE PARK,B-RE-1962,8,STEWART ROAD,ASHGROVE,4060,152.991792396647,-27.4454501484133,111.849237080072,849.655988781567
269,D0188,ASHGROVE MEMORIAL PARK,B-RE-1961,19,KADANGA STREET,ASHGROVE,4060,152.990759912157,-27.4448081097803,417.908124664877,6128.8607972904
270,D0189,T. M. BURKE PARK,B-RE-1960,64,STEWART ROAD,ASHGROVE,4060,152.990115955117,-27.4427961307183,273.972896108403,4646.36992690574
271,D0190,SEILS PARK,B-RE-1959,27,TOOMBA AVENUE,ASHGROVE,4060,152.996592984293,-27.4373860985631,1005.08563697497,18092.7601475804
272,D0191,GILBERT PARK,B-RE-1958,98,FULCHER ROAD,RED HILL,4059,152.996982253818,-27.4483166871618,1220.69000700724,36713.7956926859
273,D0192,WOOLCOCK PARK,B-RE-0020,92,WATERWORKS ROAD,RED HILL,4059,152.999336991596,-27.4493092376992,989.864246852872,22371.0652610256
274,D0193,TENNIS AVENUE PARK,B-RE-1957,35,TENNIS AVENUE,ASHGROVE,4060,153.0020868814,-27.4427362421004,831.158903084242,17924.7539078077
275,D0194,CORBIE STREET PARK,B-RE-1956,34,CORBIE STREET,ASHGROVE,4060,153.002167617,-27.4391370124247,1818.87420275189,42768.1541153512
276,D0196,PRAED STREET PARK,B-RE-1955,38,MURRAY STREET,RED HILL,4059,153.003719348165,-27.4456626537939,345.823828192867,6725.63155667347
277,D0197,BANCROFT PARK,B-RE-1954,360,KELVIN GROVE ROAD,KELVIN GROVE,4059,153.00601326977,-27.4437766321079,575.912684592305,15763.7997543393
278,D0198,PICOT STREET PARK,B-RE-1953,72,PICOT STREET,KELVIN GROVE,4059,153.011772670388,-27.442535148666,1459.93383104646,23989.7987769444
279,D0199,WALLY BOURKE PARK,B-RE-1952,4,KATE STREET,GORDON PARK,4031,153.02966486521,-27.4214077630576,767.732125050987,14430.248708775
280,D0200,KOKODA PARK,B-RE-1951,7,TINDAL STREET,GORDON PARK,4031,153.027630612689,-27.421798072317,734.564920486897,11903.877472257
281,D0201,ARCHER STREET PARK,B-RE-1950,26,ARCHER STREET,GORDON PARK,4031,153.024944625584,-27.4216825737009,604.748690037644,8993.17701769389
282,D0202,GORDON PARK PLAYGROUND PARK,B-RE-1949,55,KHARTOUM STREET,GORDON PARK,4031,153.027724627635,-27.4143204056334,201.168285970052,2428.11557133385
283,D0203,HICKEY PARK,B-RE-1948,35,BABARRA STREET,STAFFORD,4053,153.020194216119,-27.4149054976462,1832.78213233967,110589.67541182
284,D0204,GIBSON PARK,B-RE-1947,10,NICOL STREET,STAFFORD,4053,153.014219918248,-27.4126359177512,1217.04001829332,59619.1274354376
285,D0205,ROY HARVEY PARK,B-RE-1714,34,BYTH STREET,STAFFORD,4053,153.006230667089,-27.4105942736939,679.026871037688,26946.4461515736
286,D0206,BOLES STREET PARK,B-RE-1715,46,OGDEN STREET,STAFFORD,4053,153.002498086413,-27.4061912354082,684.550313139121,22392.5200565519
287,D0208,TERALBA PARK,B-RE-1716,120,PULLEN ROAD,EVERTON PARK,4053,152.9815858213,-27.4053475400467,3107.44532440827,263542.414779435
288,D0209,PULLEN ROAD PARK,B-RE-1778,266,OSBORNE ROAD,EVERTON PARK,4053,152.978618943288,-27.4033071299808,784.923334266907,9500.35829693335
289,D0210,BROULA PARK,B-RE-1777,55,DORRIGO STREET,STAFFORD HEIGHTS,4053,153.020819696087,-27.4039760423626,398.355832449983,8458.46497460397
290,D0211,AMOTT STREET PARK,B-RE-1776,20,RINGROSE STREET,STAFFORD HEIGHTS,4053,153.016244137402,-27.3991974177186,459.279740077966,6070.65168123361
291,D0212,ALDREN STREET PARK,B-RE-1775,1,MARYLAND STREET,STAFFORD HEIGHTS,4053,153.012049192704,-27.3958371689366,222.367454336354,2352.02592070987
292,D0213,MELALEUCA GREEN PARK,B-RE-1774,26,KINNERTON STREET,CHERMSIDE WEST,4032,153.009508014114,-27.3868568977499,1236.59149538806,29963.6636588434
293,D0214,HUXTABLE PARK,B-RE-1773,61,MAUNDRELL TERRACE,CHERMSIDE WEST,4032,153.016650172,-27.3880441979999,2658.53928095554,121145.786810451
294,D0215,WHITES ROAD PARK,B-RE-1772,751,HAMILTON ROAD,CHERMSIDE WEST,4032,153.008997023458,-27.3822717881558,241.547175196429,3708.96557854137
295,D0216,FREDERICK ANNAND PARK,B-RE-1771,632,WEBSTER ROAD,CHERMSIDE WEST,4032,153.019553387676,-27.3795738644326,1151.30194265382,31892.2262430391
296,D0217,ASPLEY REST PARK,B-RE-1770,1526,GYMPIE ROAD,CARSELDINE,4034,153.014616584432,-27.3573399402947,1514.79393509253,19533.496360815
297,D0218,STANLEY DAY PARK,B-RE-1769,103,GRAND STREET,BALD HILLS,4036,153.016085722483,-27.3213230235339,1530.50123104042,112049.392050329
298,D0219,JOHN STEWART MEMORIAL PARK,B-RE-1768,2019,GYMPIE ROAD,BALD HILLS,4036,153.008927186252,-27.3265974917774,583.182539610476,7927.40337863637
299,D0220,BARUNGWARRA BUSHLAND RESERVE,B-RE-1767,98,BALD HILLS-BURPENGARY ROAD,BALD HILLS,4036,153.014025507921,-27.3036008416786,1268.98388488165,38573.5078067076
300,D0001,QUANDONG PARK,B-RE-1820,68,QUANDONG STREET,ASHGROVE,4060,152.999356233,-27.436775848,871.244510426996,17069.5503564324
301,D0002,GREENE PARK,B-RE-1790,2,GLENORA STREET,WYNNUM,4178,153.172780345765,-27.4360839246266,441.214479409444,8947.90653589218
302,D0003,PRIMROSE PARK,B-RE-1818,2280,WYNNUM ROAD,WYNNUM WEST,4178,153.157716469833,-27.4416768036305,580.680814055521,14688.6707069725
303,D0004,JACARANDA PARK,B-RE-1817,406,BRISBANE CORSO,YERONGA,4104,153.00448419227,-27.5079239865875,334.009987385729,7366.94746205534
304,D0005,NICHOLAS PARK,B-RE-1816,15,TANDARA STREET,THE GAP,4061,152.948592985185,-27.4480682245864,777.691075329301,17088.80930457
305,D0006,KITCHENER PARK,B-RE-1815,42,BRIDGE STREET,WYNNUM,4178,153.167087532399,-27.4456574950682,1318.38133134102,90326.2249579734
306,D0007,DITTMER PARK,B-RE-1814,1793,LOGAN ROAD,UPPER MOUNT GRAVATT,4122,153.077606584355,-27.5516215110455,1164.13653879871,77421.2313177969
307,D0008,MUNGO SCOTT PARK,B-RE-1813,154,HANDFORD ROAD,ZILLMERE,4034,153.038198978389,-27.3534060916519,701.784955462716,30422.867008958
308,D0009,GIRAWEEN PARK,B-RE-0021,322,VERNEY ROAD,GRACEVILLE,4075,152.988384823666,-27.5215292850481,411.645826166495,9676.07792290337
309,D0010,FAULKNER PARK,B-RE-1812,183,LEYBOURNE STREET,GRACEVILLE,4075,152.98406768901,-27.5178876719732,2299.62424888896,114892.753925825
310,D0011,GEORGE SCARLETT PARK,B-RE-1811,101,PRATTEN STREET,CORINDA,4075,152.984511311185,-27.5488627214952,692.071101337177,28369.6285834931
311,D0012,CAWONGA PARK,B-RE-1810,72,LINCOLN STREET,OXLEY,4075,152.975835959192,-27.554439888438,447.941001295678,12410.6025033618
312,D0013,KEONG PARK,B-RE-1809,38,APPLEBY ROAD,STAFFORD,4053,153.006750143056,-27.407229673102,1015.43384225808,47250.286782604
313,D0014,FALLON PARK,B-RE-1808,30,FALLON STREET,EVERTON PARK,4053,152.99042347381,-27.4045357443826,737.844617705518,21900.7017204389
314,D0015,KEATING PARK,B-RE-1807,60,STAMFORD ROAD,INDOOROOPILLY,4068,152.974495145087,-27.4996661975784,595.912792339072,12400.134128222
315,D0016,RILATT PARK,B-RE-1806,69,RILATT STREET,WAVELL HEIGHTS,4012,153.047696867584,-27.3915286807414,509.738472673905,12453.6959121424
316,D0017,FENWICK PARK,B-RE-1805,682,SAMFORD ROAD,MITCHELTON,4053,152.971182513362,-27.412603764284,547.981818164327,17605.9951650041
